src_ip,dest_ip,timestamp,src_port,dest_port,proto
200.51.43.5,192.168.1.236,2024-05-07T23:01:04.589439+0200,53,3393,UDP
200.51.43.5,192.168.1.236,2024-05-07T23:01:04.595233+0200,53,1078,UDP
200.51.43.5,192.168.1.236,2024-05-07T23:01:04.596313+0200,53,1100,UDP
200.51.43.5,192.168.1.236,2024-05-07T23:01:04.620227+0200,53,2567,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:04.830182+0200,53,2566,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:04.831443+0200,53,1447,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:04.832613+0200,53,1028,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:04.881621+0200,53,3975,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:05.007784+0200,53,3665,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:05.007901+0200,53,1029,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:05.007941+0200,53,3009,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:05.007798+0200,53,3668,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:05.031624+0200,53,1031,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:05.032272+0200,53,3662,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:05.032257+0200,53,3660,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:05.032400+0200,53,3664,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:05.039232+0200,53,3666,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:05.058355+0200,53,3667,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:05.064147+0200,53,3669,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:05.067482+0200,53,3662,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:05.068635+0200,53,3661,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:05.073006+0200,53,3660,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:05.091052+0200,53,3663,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:05.098007+0200,53,2675,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:05.098137+0200,53,4508,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:05.098401+0200,53,1152,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:05.098577+0200,53,4648,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:05.098685+0200,53,4510,UDP
200.51.43.5,192.168.1.247,2024-05-07T23:01:05.105346+0200,53,1028,UDP
200.51.43.5,192.168.1.247,2024-05-07T23:01:05.108643+0200,53,3429,UDP
200.51.43.5,192.168.1.247,2024-05-07T23:01:05.129183+0200,53,2898,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:05.137762+0200,53,1025,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:05.146516+0200,53,3664,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:05.155706+0200,53,4506,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:05.163296+0200,53,4509,UDP
200.51.43.5,192.168.1.247,2024-05-07T23:01:05.164239+0200,53,2899,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:05.256600+0200,53,1109,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:05.260363+0200,53,2529,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:05.264151+0200,53,2530,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:05.315864+0200,53,1703,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:05.369882+0200,53,3659,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:05.369921+0200,53,3658,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:05.371045+0200,53,3657,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:05.372160+0200,53,3663,UDP
200.51.43.5,192.168.1.236,2024-05-07T23:01:05.387495+0200,53,3385,UDP
200.51.43.5,192.168.1.236,2024-05-07T23:01:05.388776+0200,53,3384,UDP
200.51.43.5,192.168.1.236,2024-05-07T23:01:05.391448+0200,53,1028,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:05.403102+0200,53,1025,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:05.420364+0200,53,1130,UDP
200.51.43.5,192.168.1.236,2024-05-07T23:01:05.443901+0200,53,1100,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:05.685896+0200,53,2564,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:05.706810+0200,53,4006,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:05.708270+0200,53,2566,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:05.725882+0200,53,2565,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:05.802116+0200,53,3669,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:05.820122+0200,53,3662,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:05.820127+0200,53,3294,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:05.820136+0200,53,3664,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:05.844425+0200,53,3009,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:05.850449+0200,53,2675,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:05.850437+0200,53,1152,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:05.850637+0200,53,4508,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:05.850562+0200,53,1028,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:05.865722+0200,53,3663,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:05.866832+0200,53,3662,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:05.867978+0200,53,3667,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:05.870189+0200,53,1025,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:05.879637+0200,53,4509,UDP
200.51.43.5,192.168.1.247,2024-05-07T23:01:05.902983+0200,53,1107,UDP
200.51.43.5,192.168.1.247,2024-05-07T23:01:05.903020+0200,53,1028,UDP
200.51.43.5,192.168.1.247,2024-05-07T23:01:05.907002+0200,53,3440,UDP
200.51.43.5,192.168.1.247,2024-05-07T23:01:05.907101+0200,53,2900,UDP
200.51.43.5,192.168.1.247,2024-05-07T23:01:05.908427+0200,53,2901,UDP
200.51.43.5,192.168.1.247,2024-05-07T23:01:05.930574+0200,53,3429,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:06.033110+0200,53,1109,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:06.034483+0200,53,3476,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:06.035866+0200,53,2532,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:06.037249+0200,53,2533,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:06.064626+0200,53,1028,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:06.121312+0200,53,3658,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:06.122833+0200,53,3663,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:06.125533+0200,53,3660,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:06.126850+0200,53,1130,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:06.248433+0200,53,3667,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:06.248395+0200,53,3666,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:06.248480+0200,53,3668,UDP
200.51.43.5,192.168.1.236,2024-05-07T23:01:06.256741+0200,53,1028,UDP
200.51.43.5,192.168.1.236,2024-05-07T23:01:06.261874+0200,53,1100,UDP
200.51.43.5,192.168.1.236,2024-05-07T23:01:06.290820+0200,53,1078,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:06.497169+0200,53,3975,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:06.498289+0200,53,1139,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:06.499527+0200,53,1447,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:06.500784+0200,53,3985,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:06.503049+0200,53,2564,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:06.582869+0200,53,4648,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:06.582883+0200,53,4510,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:06.582875+0200,53,2666,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:06.590627+0200,53,3661,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:06.590616+0200,53,1031,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:06.590651+0200,53,3660,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:06.590639+0200,53,3664,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:06.602589+0200,53,3670,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:06.602685+0200,53,3663,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:06.602753+0200,53,3665,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:06.604636+0200,53,4507,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:06.628682+0200,53,3661,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:06.628802+0200,53,3667,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:06.630172+0200,53,1129,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:06.631325+0200,53,3664,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:06.633628+0200,53,3663,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:06.655283+0200,53,3666,UDP
200.51.43.5,192.168.1.247,2024-05-07T23:01:06.670583+0200,53,1028,UDP
200.51.43.5,192.168.1.247,2024-05-07T23:01:06.672995+0200,53,3440,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:06.817438+0200,53,1703,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:06.820967+0200,53,3488,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:06.823874+0200,53,2530,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:06.847862+0200,53,3476,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:06.849001+0200,53,2531,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:06.894515+0200,53,1130,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:06.899332+0200,53,3661,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:06.900686+0200,53,1025,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:06.901928+0200,53,3658,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:06.904480+0200,53,3663,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:06.987805+0200,53,1025,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:06.988976+0200,53,3665,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:06.990209+0200,53,3668,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:06.993857+0200,53,3662,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:06.993708+0200,53,3663,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:06.994017+0200,53,3664,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:06.994536+0200,53,3666,UDP
200.51.43.5,192.168.1.236,2024-05-07T23:01:07.034099+0200,53,3384,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:07.264670+0200,53,1139,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:07.267623+0200,53,4006,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:07.315630+0200,53,1028,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:07.339011+0200,53,4648,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:07.339019+0200,53,4509,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:07.341659+0200,53,3662,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:07.341751+0200,53,3660,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:07.341634+0200,53,3294,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:07.341773+0200,53,3666,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:07.374683+0200,53,3668,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:07.374668+0200,53,3666,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:07.396798+0200,53,1029,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:07.396842+0200,53,3663,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:07.408717+0200,53,3662,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:07.410005+0200,53,3666,UDP
200.51.43.5,192.168.1.247,2024-05-07T23:01:07.419988+0200,53,3440,UDP
200.51.43.5,192.168.1.247,2024-05-07T23:01:07.423971+0200,53,1107,UDP
200.51.43.5,192.168.1.247,2024-05-07T23:01:07.426456+0200,53,2900,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:07.446526+0200,53,3661,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:07.449428+0200,53,3665,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:07.621695+0200,53,1703,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:07.621727+0200,53,2532,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:07.622859+0200,53,3476,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:07.649255+0200,53,1109,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:07.653854+0200,53,1028,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:07.671732+0200,53,3656,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:07.674317+0200,53,3657,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:07.676913+0200,53,3661,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:07.678187+0200,53,3659,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:07.698653+0200,53,3662,UDP
200.51.43.5,192.168.1.238,2024-05-07T23:01:07.700139+0200,53,3663,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:07.758581+0200,53,3663,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:07.759750+0200,53,3669,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:07.760869+0200,53,3662,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:07.762094+0200,53,1025,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:07.763290+0200,53,1133,UDP
200.51.43.5,192.168.1.245,2024-05-07T23:01:07.786051+0200,53,3668,UDP
200.51.43.5,192.168.1.236,2024-05-07T23:01:07.807315+0200,53,3385,UDP
200.51.43.5,192.168.1.236,2024-05-07T23:01:07.831784+0200,53,2567,UDP
200.51.43.5,192.168.1.236,2024-05-07T23:01:07.836387+0200,53,1078,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:08.058862+0200,53,1028,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:08.061458+0200,53,3975,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:08.079227+0200,53,3665,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:08.079197+0200,53,3666,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:08.084601+0200,53,1447,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:08.090808+0200,53,2566,UDP
200.51.43.5,192.168.1.239,2024-05-07T23:01:08.093419+0200,53,1139,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:08.103572+0200,53,3660,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:08.103601+0200,53,3673,UDP
200.51.43.5,192.168.1.9,2024-05-07T23:01:08.107275+0200,53,3664,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:08.141934+0200,53,1152,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:08.152261+0200,53,3665,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:08.159460+0200,53,3666,UDP
200.51.43.5,192.168.1.247,2024-05-07T23:01:08.167420+0200,53,2901,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:08.168727+0200,53,4510,UDP
200.51.43.5,192.168.1.91,2024-05-07T23:01:08.176092+0200,53,2666,UDP
200.51.43.5,192.168.1.71,2024-05-07T23:01:08.191690+0200,53,3669,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:08.201262+0200,53,3660,UDP
200.51.43.5,192.168.1.247,2024-05-07T23:01:08.204705+0200,53,2900,UDP
200.51.43.5,192.168.1.242,2024-05-07T23:01:08.204751+0200,53,3665,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:08.349923+0200,53,2530,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:08.351195+0200,53,2532,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:08.380512+0200,53,2533,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:08.384071+0200,53,1703,UDP
200.51.43.5,192.168.1.243,2024-05-07T23:01:08.385840+0200,53,1028,UDP
